PdfType: central
Format: lhagrid1
---
1.000000e-09 1.131190e-09 1.381630e-09 1.687530e-09 2.061150e-09 2.517500e-09 3.074880e-09 3.755670e-09 4.587180e-09 5.602800e-09 6.843270e-09 8.358390e-09 1.020900e-08 1.246930e-08 1.523000e-08 1.860190e-08 2.272050e-08 2.775080e-08 3.389490e-08 4.139940e-08 5.056530e-08 6.176060e-08 7.543460e-08 9.213600e-08 1.125350e-07 1.374510e-07 1.678830e-07 2.050520e-07 2.504520e-07 3.059020e-07 3.736300e-07 4.563530e-07 5.573900e-07 6.807980e-07 8.315290e-07 1.015630e-06 1.240500e-06 1.515140e-06 1.850600e-06 2.260330e-06 2.760770e-06 3.372020e-06 4.118590e-06 5.030460e-06 6.144210e-06 7.504560e-06 9.166090e-06 1.119550e-05 1.367420e-05 1.670170e-05 2.039950e-05 2.491600e-05 3.043250e-05 3.717030e-05 4.539990e-05 5.545160e-05 6.772870e-05 8.272410e-05 1.010390e-04 1.234100e-04 1.507330e-04 1.841060e-04 2.248670e-04 2.746540e-04 3.354630e-04 4.097350e-04 5.004510e-04 6.112530e-04 7.465860e-04 9.118820e-04 1.113780e-03 1.360370e-03 1.661560e-03 2.029430e-03 2.478750e-03 3.027550e-03 3.697860e-03 4.516580e-03 5.516560e-03 6.737950e-03 8.229750e-03 1.005180e-02 1.116455e-02 1.227730e-02 1.363645e-02 1.499560e-02 1.665560e-02 1.831560e-02 2.034320e-02 2.237080e-02 2.484725e-02 2.732370e-02 3.034850e-02 3.337330e-02 3.706775e-02 4.076220e-02 4.527465e-02 4.978710e-02 5.529860e-02 6.081010e-02 6.754185e-02 7.427360e-02 8.249580e-02 9.071800e-02 1.007605e-01 1.108030e-01 1.230690e-01 1.353350e-01 1.400000e-01 1.446650e-01 1.496515e-01 1.546380e-01 1.599685e-01 1.652990e-01 1.709965e-01 1.766940e-01 1.827850e-01 1.888760e-01 1.953865e-01 2.018970e-01 2.088560e-01 2.158150e-01 2.232540e-01 2.306930e-01 2.386450e-01 2.465970e-01 2.550970e-01 2.635970e-01 2.726830e-01 2.817690e-01 2.914815e-01 3.011940e-01 3.115760e-01 3.219580e-01 3.330560e-01 3.441540e-01 3.560165e-01 3.678790e-01 3.805600e-01 3.932410e-01 4.067955e-01 4.203500e-01 4.348395e-01 4.493290e-01 4.648170e-01 4.803050e-01 4.968610e-01 5.134170e-01 5.311145e-01 5.488120e-01 5.549780e-01 5.611440e-01 5.674485e-01 5.737530e-01 5.801995e-01 5.866460e-01 5.932375e-01 5.998290e-01 6.065680e-01 6.133070e-01 6.201980e-01 6.270890e-01 6.341345e-01 6.411800e-01 6.483840e-01 6.555880e-01 6.629540e-01 6.703200e-01 6.778515e-01 6.853830e-01 6.930835e-01 7.007840e-01 7.086575e-01 7.165310e-01 7.245815e-01 7.326320e-01 7.408635e-01 7.490950e-01 7.575115e-01 7.659280e-01 7.745335e-01 7.831390e-01 7.919380e-01 8.007370e-01 8.097340e-01 8.187310e-01 8.217745e-01 8.248180e-01 8.278840e-01 8.309500e-01 8.340390e-01 8.371280e-01 8.402400e-01 8.433520e-01 8.464875e-01 8.496230e-01 8.527815e-01 8.559400e-01 8.591215e-01 8.623030e-01 8.655090e-01 8.687150e-01 8.719440e-01 8.751730e-01 8.784265e-01 8.816800e-01 8.849575e-01 8.882350e-01 8.915370e-01 8.948390e-01 8.981655e-01 9.014920e-01 9.048435e-01 9.081950e-01 9.115710e-01 9.149470e-01 9.183485e-01 9.217500e-01 9.251765e-01 9.286030e-01 9.320550e-01 9.355070e-01 9.389845e-01 9.424620e-01 9.459660e-01 9.494700e-01 9.529995e-01 9.565290e-01 9.600845e-01 9.636400e-01 9.672225e-01 9.708050e-01 9.744140e-01 9.780230e-01 9.816585e-01 9.852940e-01 9.889570e-01 9.926200e-01 9.963100e-01 1.000000e+00
1.295000e+00 1.298750e+00 1.464610e+00 1.659240e+00 1.890670e+00 2.167490e+00 2.500670e+00 2.904300e+00 3.396640e+00 4.001450e+00 4.750000e+00 5.767150e+00 7.070720e+00 8.758190e+00 1.096570e+01 1.388560e+01 1.779290e+01 2.308550e+01 3.034710e+01 4.044480e+01 5.468640e+01 7.507240e+01 1.047120e+02 1.485170e+02 2.143800e+02 3.152120e+02 4.725370e+02 7.229460e+02 1.129950e+03 1.806160e+03 2.955930e+03 4.958860e+03 8.538140e+03 1.510790e+04 2.751070e+04 5.162750e+04 1.000000e+05
-5 -4 -3 -2 -1 1 2 3 4 5 21
 0.00000000e+00 6.62966782e-07 2.64511716e+00 4.83735283e+00 4.83412258e+00 4.83412259e+00 4.83735097e+00 2.64511716e+00 6.62966782e-07 0.00000000e+00 1.37606012e-03
 0.00000000e+00 -6.02593442e-07 2.64782998e+00 4.83959651e+00 4.83636812e+00 4.83636627e+00 4.83959466e+00 2.64782998e+00 -6.02593442e-07 0.00000000e+00 1.28705833e-01
 -0.00000000e+00 1.75633395e-01 2.80218990e+00 4.97539731e+00 4.97209824e+00 4.97210560e+00 4.97540468e+00 2.80218990e+00 1.75633395e-01 -0.00000000e+00 6.07745013e+00
 -0.00000000e+00 4.47492088e-01 3.05283248e+00 5.20846816e+00 5.20510180e+00 5.20510731e+00 5.20847263e+00 3.05283248e+00 4.47492088e-01 -0.00000000e+00 1.46266335e+01
 -0.00000000e+00 8.38775120e-01 3.42378628e+00 5.56257425e+00 5.55914453e+00 5.55914901e+00 5.56257425e+00 3.42378628e+00 8.38775120e-01 -0.00000000e+00 2.67208708e+01
 -0.00000000e+00 1.37616302e+00 3.94163029e+00 6.06423041e+00 6.06073894e+00 6.06073894e+00 6.06423778e+00 3.94163029e+00 1.37616302e+00 -0.00000000e+00 4.34256479e+01
 -0.00000000e+00 2.09053554e+00 4.63716569e+00 6.74416577e+00 6.74060807e+00 6.74060807e+00 6.74417025e+00 4.63716569e+00 2.09053554e+00 -0.00000000e+00 6.60003458e+01
 -0.00000000e+00 3.01725789e+00 5.54568485e+00 7.63760774e+00 7.63398379e+00 7.63398379e+00 7.63760589e+00 5.54568485e+00 3.01725789e+00 -0.00000000e+00 9.59120707e+01
 -0.00000000e+00 4.19584993e+00 6.70665676e+00 8.78397236e+00 8.78028665e+00 8.78029402e+00 8.78397683e+00 6.70665676e+00 4.19584993e+00 -0.00000000e+00 1.34830023e+02
 -0.00000000e+00 5.67185136e+00 8.16554062e+00 1.02286843e+01 1.02249547e+01 1.02249621e+01 1.02286825e+01 8.16554062e+00 5.67185136e+00 -0.00000000e+00 1.84687889e+02
 -1.33774028e-04 7.49531503e+00 9.97238301e+00 1.20217774e+01 1.20179755e+01 1.20179755e+01 1.20217756e+01 9.97238301e+00 7.49531503e+00 -1.33774028e-04 2.47637590e+02
 2.47509919e+00 9.91736397e+00 1.23771081e+01 1.44121348e+01 1.44082238e+01 1.44082238e+01 1.44121329e+01 1.23771081e+01 9.91736397e+00 2.47509919e+00 3.28113916e+02
 5.49750834e+00 1.28874131e+01 1.53302143e+01 1.73511372e+01 1.73472000e+01 1.73472000e+01 1.73511372e+01 1.53302143e+01 1.28874131e+01 5.49750834e+00 4.29152455e+02
 9.16369196e+00 1.65023133e+01 1.89283832e+01 2.09355008e+01 2.09315636e+01 2.09315636e+01 2.09355008e+01 1.89283832e+01 1.65023133e+01 9.16369196e+00 5.54708105e+02
 1.35803282e+01 2.08684473e+01 2.32782018e+01 2.52718611e+01 2.52677504e+01 2.52677504e+01 2.52718611e+01 2.32782018e+01 2.08684473e+01 1.35803282e+01 7.09159301e+02
 1.88699092e+01 2.61085119e+01 2.85022504e+01 3.04825670e+01 3.04784116e+01 3.04784116e+01 3.04825670e+01 2.85022504e+01 2.61085119e+01 1.88699092e+01 8.97514715e+02
 2.51711001e+01 3.23609532e+01 3.47389064e+01 3.67061061e+01 3.67018956e+01 3.67018956e+01 3.67061061e+01 3.47389064e+01 3.23609532e+01 2.51711001e+01 1.12541570e+03
 3.26347922e+01 3.97766953e+01 4.21390216e+01 4.40934150e+01 4.40891598e+01 4.40891598e+01 4.40934887e+01 4.21390216e+01 3.97766953e+01 3.26347922e+01 1.39900142e+03
 4.14362489e+01 4.85307879e+01 5.08778758e+01 5.28195600e+01 5.28151863e+01 5.28151863e+01 5.28195415e+01 5.08778758e+01 4.85307879e+01 4.14362489e+01 1.72531994e+03
 5.17629092e+01 5.88109228e+01 6.11428912e+01 6.30720687e+01 6.30676689e+01 6.30676689e+01 6.30721424e+01 6.11428912e+01 5.88109228e+01 5.17629092e+01 2.11187974e+03
 6.38298139e+01 7.08319088e+01 7.31490204e+01 7.50658460e+01 7.50613910e+01 7.50613910e+01 7.50658460e+01 7.31490204e+01 7.08319088e+01 6.38298139e+01 2.56721844e+03
 7.78760028e+01 8.48327770e+01 8.71352576e+01 8.90399367e+01 8.90353818e+01 8.90353818e+01 8.90399367e+01 8.71352576e+01 8.48327770e+01 7.78760028e+01 3.10070872e+03
 9.41568181e+01 1.01069078e+02 1.03357180e+02 1.05249502e+02 1.05245305e+02 1.05245305e+02 1.05249502e+02 1.03357180e+02 1.01069078e+02 9.41568181e+01 3.72228184e+03
 1.12968130e+02 1.19835925e+02 1.22109754e+02 1.23990474e+02 1.23985996e+02 1.23985996e+02 1.23990474e+02 1.22109754e+02 1.19835925e+02 1.12968130e+02 4.44330550e+03
 1.34618311e+02 1.41442472e+02 1.43702104e+02 1.45571108e+02 1.45566648e+02 1.45566630e+02 1.45571108e+02 1.43702104e+02 1.41442472e+02 1.34618311e+02 5.27551142e+03
 1.59460714e+02 1.66241585e+02 1.68487468e+02 1.70344867e+02 1.70339503e+02 1.70339503e+02 1.70344867e+02 1.68487468e+02 1.66241585e+02 1.59460714e+02 6.23211353e+03
 1.87883112e+02 1.94621076e+02 1.96853076e+02 1.98699223e+02 1.98694782e+02 1.98694782e+02 1.98699223e+02 1.96853076e+02 1.94621076e+02 1.87883112e+02 7.32750767e+03
 2.20291671e+02 2.26987183e+02 2.29205489e+02 2.31040938e+02 2.31035127e+02 2.31035127e+02 2.31040752e+02 2.29205489e+02 2.26987183e+02 2.20291671e+02 8.57650168e+03
 2.57155376e+02 2.63810349e+02 2.66014773e+02 2.67838522e+02 2.67833344e+02 2.67833344e+02 2.67838522e+02 2.66014773e+02 2.63810349e+02 2.57155376e+02 9.99604851e+03
 2.98956161e+02 3.05569234e+02 3.07760225e+02 3.09573276e+02 3.09567836e+02 3.09567650e+02 3.09573276e+02 3.07760225e+02 3.05569234e+02 2.98956161e+02 1.16030952e+04
 3.46240946e+02 3.52812565e+02 3.54990228e+02 3.56792029e+02 3.56786851e+02 3.56786851e+02 3.56792029e+02 3.54990228e+02 3.52812565e+02 3.46240946e+02 1.34169167e+04
 3.99603512e+02 4.06134854e+02 4.08299557e+02 4.10091104e+02 4.10085479e+02 4.10085479e+02 4.10091104e+02 4.08299557e+02 4.06134854e+02 3.99603512e+02 1.54580576e+04
 4.59657400e+02 4.66149210e+02 4.68300742e+02 4.70080592e+02 4.70074967e+02 4.70074967e+02 4.70080592e+02 4.68300742e+02 4.66149210e+02 4.59657400e+02 1.77471864e+04
 5.27110892e+02 5.33562053e+02 5.35701625e+02 5.37470037e+02 5.37464859e+02 5.37464859e+02 5.37470037e+02 5.35701625e+02 5.33562053e+02 5.27110892e+02 2.03080165e+04
 6.02672453e+02 6.09084529e+02 6.11210957e+02 6.12969565e+02 6.12963940e+02 6.12963940e+02 6.12969565e+02 6.11210957e+02 6.09084529e+02 6.02672453e+02 2.31639171e+04
 6.87148671e+02 6.93521291e+02 6.95635285e+02 6.97383380e+02 6.97377755e+02 6.97377755e+02 6.97383195e+02 6.95635285e+02 6.93521291e+02 6.87148671e+02 2.63409457e+04
 7.81411566e+02 7.87745354e+02 7.89846650e+02 7.91583859e+02 7.91578233e+02 7.91578233e+02 7.91584596e+02 7.89846650e+02 7.87745354e+02 7.81411566e+02 2.98670922e+04
 -0.00000000e+00 6.51119154e-07 2.58562783e+00 4.72853371e+00 4.72517407e+00 4.72517407e+00 4.72853371e+00 2.58562783e+00 6.51119154e-07 -0.00000000e+00 1.50388451e-03
 0.00000000e+00 -5.91822417e-07 2.58829819e+00 4.73074010e+00 4.72738047e+00 4.72738047e+00 4.73074010e+00 2.58829819e+00 -5.91822417e-07 0.00000000e+00 1.26342826e-01
 -0.00000000e+00 1.72456909e-01 2.73996450e+00 4.86426250e+00 4.86083501e+00 4.86084632e+00 4.86427382e+00 2.73996450e+00 1.72456909e-01 -0.00000000e+00 5.95956732e+00
 -0.00000000e+00 4.39203415e-01 2.98597298e+00 5.09309941e+00 5.08959273e+00 5.08960404e+00 5.09309941e+00 2.98597298e+00 4.39203415e-01 -0.00000000e+00 1.43422580e+01
 -0.00000000e+00 8.22807953e-01 3.34970529e+00 5.44035923e+00 5.43679599e+00 5.43679599e+00 5.44035923e+00 3.34970529e+00 8.22807953e-01 -0.00000000e+00 2.61951718e+01
 -0.00000000e+00 1.34918267e+00 3.85697605e+00 5.93180617e+00 5.92817505e+00 5.92817505e+00 5.93181748e+00 3.85697605e+00 1.34918267e+00 -0.00000000e+00 4.25544212e+01
 -0.00000000e+00 2.04828113e+00 4.53766058e+00 6.59724378e+00 6.59354480e+00 6.59354480e+00 6.59724378e+00 4.53766058e+00 2.04828113e+00 -0.00000000e+00 6.46426123e+01
 -0.00000000e+00 2.95435778e+00 5.42594169e+00 7.47078390e+00 7.46701704e+00 7.46701704e+00 7.47078390e+00 5.42594169e+00 2.95435778e+00 -0.00000000e+00 9.38816914e+01
 -0.00000000e+00 4.10563994e+00 6.55999721e+00 8.59056494e+00 8.58673022e+00 8.58674153e+00 8.59056494e+00 6.55999721e+00 4.10563994e+00 -0.00000000e+00 1.31885711e+02
 -0.00000000e+00 5.54613675e+00 7.98376173e+00 1.00004820e+01 9.99657944e+00 9.99659075e+00 1.00004820e+01 7.98376173e+00 5.54613675e+00 -0.00000000e+00 1.80524359e+02
 -1.30333668e-04 7.32414540e+00 9.74552807e+00 1.17487885e+01 1.17448294e+01 1.17448294e+01 1.17487885e+01 9.74552807e+00 7.32414540e+00 -1.30333668e-04 2.41871420e+02
 2.41144536e+00 9.68369238e+00 1.20881729e+01 1.40773708e+01 1.40732985e+01 1.40732985e+01 1.40773708e+01 1.20881729e+01 9.68369238e+00 2.41144536e+00 3.20215153e+02
 5.35343335e+00 1.25744240e+01 1.49623678e+01 1.69377664e+01 1.69336941e+01 1.69336941e+01 1.69377664e+01 1.49623678e+01 1.25744240e+01 5.35343335e+00 4.18472179e+02
 8.91883666e+00 1.60896753e+01 1.84612148e+01 2.04231504e+01 2.04190781e+01 2.04190781e+01 2.04231504e+01 1.84612148e+01 1.60896753e+01 8.91883666e+00 5.40444702e+02
 1.32102110e+01 2.03316205e+01 2.26872115e+01 2.46360264e+01 2.46317279e+01 2.46317279e+01 2.46360264e+01 2.26872115e+01 2.03316205e+01 1.32102110e+01 6.90335083e+02
 1.83451959e+01 2.54181943e+01 2.77581761e+01 2.96938702e+01 2.96895717e+01 2.96895717e+01 2.96938702e+01 2.77581761e+01 2.54181943e+01 1.83451959e+01 8.72944062e+02
 2.44569541e+01 3.14823231e+01 3.38068056e+01 3.57297155e+01 3.57253039e+01 3.57253039e+01 3.57297155e+01 3.38068056e+01 3.14823231e+01 2.44569541e+01 1.09367444e+03
 3.16901231e+01 3.86685517e+01 4.09777644e+01 4.28881192e+01 4.28837076e+01 4.28837076e+01 4.28882323e+01 4.09777644e+01 3.86685517e+01 3.16901231e+01 1.35839656e+03
 4.02125783e+01 4.71446220e+01 4.94390141e+01 5.13369242e+01 5.13323994e+01 5.13323994e+01 5.13369242e+01 4.94390141e+01 4.71446220e+01 4.02125783e+01 1.67383514e+03
 5.02036014e+01 5.70901752e+01 5.93697501e+01 6.12554444e+01 6.12509196e+01 6.12509196e+01 6.12555575e+01 5.93697501e+01 5.70901752e+01 5.02036014e+01 2.04716239e+03
 6.18688658e+01 6.87105347e+01 7.09755182e+01 7.28492228e+01 7.28445850e+01 7.28445850e+01 7.28492229e+01 7.09755182e+01 6.87105347e+01 6.18688658e+01 2.48651117e+03
 7.54367009e+01 8.22340216e+01 8.44847503e+01 8.63465759e+01 8.63418249e+01 8.63418249e+01 8.63465759e+01 8.44847503e+01 8.22340216e+01 7.54367009e+01 3.00079879e+03
 9.11508477e+01 9.79045080e+01 1.00140985e+02 1.01991047e+02 1.01986296e+02 1.01986296e+02 1.01991047e+02 1.00140985e+02 9.79045080e+01 9.11508477e+01 3.59946301e+03
 1.09292857e+02 1.16003300e+02 1.18226088e+02 1.20064271e+02 1.20059746e+02 1.20059746e+02 1.20064271e+02 1.18226088e+02 1.16003300e+02 1.09292857e+02 4.29330770e+03
 1.30157429e+02 1.36824665e+02 1.39033879e+02 1.40860751e+02 1.40856226e+02 1.40856226e+02 1.40860751e+02 1.39033879e+02 1.36824665e+02 1.30157429e+02 5.09345077e+03
 1.54079850e+02 1.60705235e+02 1.62900876e+02 1.64716437e+02 1.64710782e+02 1.64710782e+02 1.64716437e+02 1.62900876e+02 1.60705235e+02 1.54079850e+02 6.01242229e+03
 1.81429535e+02 1.88013061e+02 1.90195126e+02 1.91999374e+02 1.91994850e+02 1.91994850e+02 1.91999374e+02 1.90195126e+02 1.88013061e+02 1.81429535e+02 7.06384937e+03
